"_id","bookId","name","year","price","pages","genre","author","publisher","slug","size","description","discount","imageUrl","publicId"
"64181cdc929948a83fd25117","11110007","Chiến Tranh Tiền Tệ - Phần 2 - Sự Thống Trị Của Quyền Lực Tài Chính ( Tái Bản 2022)",2022,110500,632,,,,"chien-tranh-tien-te-2","16 x 24 cm","Mục đích của cuốn sách này không phải là để dạy bạn cách đầu tư, cách phân bổ tài sản hay dạy một bộ phương pháp đối phó tiền tệ điển hình. Cuốn sách này nhằm trả lời những câu hỏi từ lâu đã khiến chúng ta bối rối và chưa được giải đáp: Tại sao tiền tệ lại có xung đột? Song Hongbing là một học giả rất tài năng trong lĩnh vực kinh tế thế giới. Ông đã dành nhiều thời gian để khám phá lịch sử, nghiên cứu thực tế và cố gắng diễn giải tương lai. Để viết lên cuốn sách thứ hai của mình mang tên Chiến tranh tiền tệ: sự thống trị của quyền lực tài chính, Song Hongbing đã đọc hơn 100 cuốn sách và truy nguyên đến hơn 300 năm trước để khám phá nguồn gốc của hệ thống tài chính hiện tại. Khi đọc cuốn sách này với sự thích thú, bạn sẽ cảm nhận được những đổi thay của thời gian và những thăm trầm của lịch sử.",,"https://res.cloudinary.com/dbynglvwk/image/upload/v1653963851/bookstore/acjyfvnnztzcbzldxowo.jpg","bookstore/acjyfvnnztzcbzldxowo"
"64181cf4929948a83fd25118","11110013","Bồ Câu Không Đưa Thư (Tái Bản)",2013,34600,176,,,,"bo-cau-khong-dua-thu","12 x 20 cm","Lá thư chân tình đã thu hút sự tò mò của bộ ba, và họ bị cuốn hút vào trò chơi với người giấu mặt, dần hồi kéo theo Phán củi, anh chàng xấu xí vụng về của lớp làm quân sư và giúp xướng họa thơ. Cuộc truy tìm dẫn mọi người đến nhiều hiểu lầm tai hại và cả những bất ngờ thú vị. Và điều bất ngờ cuối cùng đã được phát hiện quá muộn. Vì sao? Xin để cho bạn đọc tự khám phá.",,"https://firebasestorage.googleapis.com/v0/b/bookstore-1844d.appspot.com/o/bo13.png?alt=media&token=129934fc-e5c3-443f-9771-26b6a4284395",
"64181d10929948a83fd25119","11110009","Cây Cam Ngọt Của Tôi",2020,70200,244,,,,"cay-cam-ngot-cua-toi","14 x 20.5 cm","JOSÉ MAURO DE VASCONCELOS (1920-1984) là nhà văn người Brazil. Sinh ra trong một gia đình nghèo ở ngoại ô Rio de Janeiro, lớn lên ông phải làm đủ nghề để kiếm sống. Nhưng với tài kể chuyện thiên bẩm, trí nhớ phi thường, trí tưởng tượng tuyệt vời cùng vốn sống phong phú, José cảm thấy trong mình thôi thúc phải trở thành nhà văn nên đã bắt đầu sáng tác năm 22 tuổi. Tác phẩm nổi tiếng nhất của ông là tiểu thuyết mang màu sắc tự truyện Cây cam ngọt của tôi. Cuốn sách được đưa vào chương trình tiểu học của Brazil, được bán bản quyền cho hai mươi quốc gia và chuyển thể thành phim điện ảnh. Ngoài ra, José còn rất thành công trong vai trò diễn viên điện ảnh và biên kịch.",,"https://firebasestorage.googleapis.com/v0/b/bookstore-1844d.appspot.com/o/bo9.png?alt=media&token=9323ea5a-dab7-46de-be5c-da64c7324ee5",
"64181d35929948a83fd2511a","11110017","Sách Tin Học Thực Hành Excel 2010 Cho Người Mới Bắt Đầu",2009,65000,351,,,,"sach-tin-hoc-thuc-hanh-excel-2010-cho-nguoi-moi-bat-dau","16 x 24 x 1.3 cm","Sách được bố cục rõ ràng chặt chẽ với nhiều hình ảnh minh họa. Gồm 15 chương hướng dẫn những tính năng mới nhất của Excel 2010 thể hiện qua các thành phần giao diện như Ribbon, thanh công cụ Quick Access và Menu Office. Sau đó là các hướng dẫn các thao tác làm việc với Excel như kích hoạt một bảng tính, tạo các hạng mục cần thiết, nhập và chỉnh sửa dữ liệu. Sử dụng các hàm và công thức của Excel trong việc tính toán, định dạng và kiểm tra dữ liệu. Tạo các biểu đồ sử dụng Scenario Manager, chỉnh sửa các Report Pivot Table cũng như tạo biểu đồ phân tích chứng khoán và biểu đồ nâng cao cụ thể.",,"https://firebasestorage.googleapis.com/v0/b/bookstore-1844d.appspot.com/o/bo17.png?alt=media&token=adadd373-319e-4c07-9172-59d5db4a5461",
"64181d52929948a83fd2511b","11110012","Con Chó Nhỏ Mang Giỏ Hoa Hồng (Tái Bản)",2020,80000,252,,,,"con-cho-nho-mang-gio-hoa-hong","13 x 20 cm","Câu chuyện về 5 chú chó đầy thú vị và cũng không kém cảm xúc lãng mạn- tác phẩm mới nhất của nhà văn bestseller Nguyễn Nhật Ánh sẽ khiến bạn thay đổi nhiều trong cách nhìn về loài thú cưng số 1 thế giới này.",15,"https://res.cloudinary.com/dbynglvwk/image/upload/v1653963946/bookstore/yp3zsc4z2lijjr96l7or.jpg","bookstore/yp3zsc4z2lijjr96l7or"
"64181d72929948a83fd2511c","11110004","Tâm Lý Học Về Tiền",2021,113400,384,,,,"tam-ly-hoc-ve-tien","13 x  20.5 cm","Tiền bạc có ở khắp mọi nơi, nó ảnh hưởng đến tất cả chúng ta, và khiến phần lớn chúng ta bối rối. Mọi người nghĩ về nó theo những cách hơi khác nhau một chút. Nó mang lại những bài học có thể được áp dụng tới rất nhiều lĩnh vực trong cuộc sống, như rủi ro, sự tự tin, và hạnh phúc. Rất ít chủ đề cung cấp một lăng kính phóng to đầy quyền lực giúp giải thích vì sao mọi người lại hành xử theo cách họ làm hơn là về tiền bạc. Đó mới là một trong những chương trình hoành tráng nhất trên thế giới. Mục đích của cuốn sách này là sử dụng những câu chuyện ngắn để thuyết phục bạn rằng những kỹ năng mềm còn quan trọng hơn khía cạnh lý thuyết của đồng tiền. Thông qua một tập hợp những thử nghiệm và sai lầm của nhiều năm chúng ta đã học được cách trở thành những nông dân giỏi giang hơn, những thợ sửa ống nước nhiều kỹ năng hơn, và những nhà hóa học tiên tiến hơn. Nhưng liệu việc thử nghiệm và sai lầm có dạy chúng ta trở nên giỏi hơn trong cách quản lý tài chính cá nhân của chính mình không?",,"https://res.cloudinary.com/dbynglvwk/image/upload/v1653963739/bookstore/mrkpd9kfpl9c4yojmdzu.jpg","bookstore/mrkpd9kfpl9c4yojmdzu"
"64181d90929948a83fd2511d","11110015","Những Cô Em Gái (Tái Bản 2019)",2019,40400,200,,,,"nhung-co-em-gai","12 x 20 cm","Khoa từ quê ra thành phố học, tấp tểnh làm thơ được đăng báo và bắt đầu nổi tiếng trong giới học sinh. Nhờ thế, Khoa được các bạn trai trong lớp hâm mộ, nhờ làm thơ tặng em gái mình, thực tế là dùng thơ ấy tặng bạn gái hoặc người yêu. Run rủi thế nào, những bài thơ ấy được truyền tay qua một con đường vòng nào đó lại đến tay Quyên, cô gái mà Khoa thầm yêu trộm nhớ và những bài thơ làm giùm bạn bè ấy đã lấy cảm tưởng thật từ mối tình chưa ngỏ với Quyên. Sự việc ấy gây nhiều hiểu lầm và nuôi trong Khoa niềm hy vọng trước khi Khoa đối diện với sự thật.",,"https://firebasestorage.googleapis.com/v0/b/bookstore-1844d.appspot.com/o/bo15.png?alt=media&token=48ee6802-f97b-435f-b1bb-06791633e7fd",
"64181da8929948a83fd2511e","11110006","Chiến Tranh Tiền Tệ - Phần 1 - Ai Thực Sự Là Người Giàu Nhất Thế Giới ( Tái Bản 2022)",2022,107250,532,,,,"chien-tranh-tien-te-1","16 x 24 cm","<p>Là một cuốn sách làm sửng sốt những ai muốn tìm hiểu về bản chất của tiền tệ, để từ đó nhận ra những hiểm họa tài chính tiềm ẩn nhằm chuẩn bị tâm lý cho một cuộc chiến tiền tệ “không đổ máu”, <strong>“Chiến tranh tiền tệ - Ai thật sự là người giàu nhất thế giới”</strong> còn phơi bày những âm mưu của các nhà tài phiệt thế giới trong việc tạo ra những cơn “hạn hán”, “bão lũ” về tiền tệ để thu lợi nhuận. Cuốn sách cũng đề cập đến sự phát triển của các định chế tài chính – những cơ cấu được xây dựng nhằm đáp ứng nhu cầu phát triển vũ bão của nền kinh tế toàn cầu. Gấp cuốn sách lại, có thể bạn đọc sẽ có nhiều tâm trạng khác nhau. Đối với một số người, đó có thể là sự sợ hãi thế lực tài chính quốc tế và cảm giác bất an về sự chi phối của thế lực này. Với số khác thì đó có thể là một cảm giác thú vị khi khám phá ra sự thật trần trụi để từ đó có cách nhìn nhận khác nhằm xây dựng cho mình những kế hoạch đầu tư một cách hiệu quả nhất. Và cho dù bạn có lo sợ hay cảm thấy tò mò, thú vị thì “Chiến tranh tiền tệ - Ai thật sự là người giàu nhất thế giới” cũng là một cuốn sách đáng đọc. Một cuốn sách bổ ích cho các chuyên gia quản lý tài chính, các nhà quản trị doanh nghiệp, các nhà đầu tư nhỏ, các giáo viên giảng dạy về tài chính – ngân hàng cũng như sinh viên các trường kinh tế.</p>",10,"https://res.cloudinary.com/dbynglvwk/image/upload/v1653963818/bookstore/uogcjxkcppt5arcsdfzr.jpg","bookstore/uogcjxkcppt5arcsdfzr"
"64181dc1929948a83fd2511f","11110010","Nước Nhật Nhìn Từ Những Thứ Bình Thường",2022,50000,188,,,,"nuoc-nhat-nhin-tu-nhung-thu-binh-thuong","13.5 x 20.5 cm","Gồm những 26 bài viết ghi lại những trải nghiệm và cảm nghĩ về nước Nhật, người Nhật trong 8 năm tác giả sống ở Nhật. Với góc nhìn từ những thứ bình thường ở Nhật: đường sá, nhà ga tàu điện ngầm, những cánh rừng trong thành phố, những trường mầm non thân thiệ, tác giả phân tích lý do vì sao Nước Nhật từ một đất nước chiến bại có thể có bước tiến trở thành nước Nhật thần kì như ngày này đó chính là nỗ lực thay đổi từ những thứ bình thường nhỏ bé.",,"https://firebasestorage.googleapis.com/v0/b/bookstore-1844d.appspot.com/o/bo10.png?alt=media&token=e93c9c72-30ac-4052-ad26-5b6280e26cdd",
"64181dda929948a83fd25120","11110019","Thuật Hùng Biện",2017,41500,287,,,,"thuat-hung-bien","13.5 x 20.5 cm","Sự thành công trong kinh doanh, trong các mối quan hệ xã hội, hay ngay cả trong lĩnh vực riêng tức của một người phụ thuộc rất nhiều vào khả năng giao tiếp của người đó, khả năng thể hiện, diễn đạt cho mọi người biết bạn là ai, bạn muốn gì, và bạn tin vào điều gì. Và giờ đây, hơn lúc nào hết, trong thế giới đầy căng thẳng, sợ hãi và lo lắng, chúng ta cần phải mở rộng cánh cửa giao tiếp hơn lúc nào hết.",2,"https://firebasestorage.googleapis.com/v0/b/bookstore-1844d.appspot.com/o/bo19.png?alt=media&token=2168566f-b8b9-47dc-bbaf-51e07809b9c5",
"64181df2929948a83fd25121","11110020","Tôi Đi Tìm Tôi",2019,86000,248,,,,"toi-di-tim-toi","13 x  20.5 cm","Mạch ký ức của quá khứ như công tắc on/off, bạn lựa chọn tắt hay mở cũng như việc chọn giữa quên và nhớ. Đồng hành với hiện tại luôn có quá khứ, bởi nó đều là hai chiều kết dính tạo nên bạn ngày hôm nay. Đối với tác giả Nguyễn Phi Vân trong Tôi đi tìm tôi cũng vậy, quá khứ là những con người từ bốn phương trời mà chị được gặp, bị gặp và tình cờ gặp. “Họ đến, mang theo cơn mưa đầu hạ, giúp tôi nở hoa trên chính mảnh vườn xưa vốn nứt nẻ, khô cằn. Họ đến, để làm tôi đau, cho tôi hiểu thế nào là bóng đêm và vô ảnh. Tôi gật đầu, răn đe mình không được phép trôi về ngõ tối sình lầy. Và tôi thở phào khi họ bỏ ra đi. Họ đến, giúp tôi nhận ra khả năng vô giới hạn của bản thân, giúp tôi phá bỏ mọi thành trì những tưởng là tồn tại”.",,"https://firebasestorage.googleapis.com/v0/b/bookstore-1844d.appspot.com/o/bo20.png?alt=media&token=af35812e-d738-45af-9928-ba495a2bdf4c",
"64181e0b929948a83fd25122","111100027","Lão Hạc (Tập Truyện Ngắn)",2021,42000,200,,,,"lao-hac-tap-truyen-ngan","20.5 x 14.5 x 1.2 cm","Lão Hạc, một người nông dân chất phác, hiền lành. Lão góa vợ và có một người con trai nhưng vì quá nghèo nên không thể lấy vợ cho người con trai của mình. Người con trai lão vì thế đã rời bỏ quê hương để đến đồn điền cao su làm ăn kiếm tiền. Lão luôn trăn trở, suy nghĩ về tương lai của đứa con. Lão sống bằng nghề làm vườn, mảnh vườn mà vợ lão đã mất bao công sức để mua về và để lại cho con trai lão. So với những người khác lúc đó, gia cảnh của lão khá đầy đủ, tuy nhiên do ốm yếu hơn hai tháng và cũng vì trận bão mà lão không có việc gì để làm. Lão đã rất dằn vặt bản thân mình khi mang một ""tội lỗi"" là đã nỡ tâm ""lừa một con chó"". Lão đã khóc rất nhiều với ông giáo (người hàng xóm thân thiết của lão).",10,"https://res.cloudinary.com/dbynglvwk/image/upload/v1653924733/bookstore/ybfbgythrdwm12irvnjg.jpg","bookstore/ybfbgythrdwm12irvnjg"
"64181e27929948a83fd25123","11110016","Ngồi Khóc Trên Cây",2022,102700,342,,,,"ngoi-khoc-tren-cay","13 x 20 cm","Mở đầu là kỳ nghỉ hè tại một ngôi làng thơ mộng ven sông với nhân vật là những đứa trẻ mới lớn có vô vàn trò chơi đơn sơ hấp dẫn ghi dấu mãi trong lòng.   Mối tình đầu trong veo của cô bé Rùa và chàng sinh viên quê học ở thành phố có giống tình đầu của bạn thời đi học? Và cái cách họ thương nhau giấu giếm, không dám làm nhau buồn, khát khao hạnh phúc đến nghẹt thở có phải là câu chuyện chính?",0,"https://firebasestorage.googleapis.com/v0/b/bookstore-1844d.appspot.com/o/bo16.png?alt=media&token=3977b6fe-ef86-4ee6-b47f-ea257fb42c44",
"64181e3f929948a83fd25124","11110008","Thiên Tài Bên Trái, Kẻ Điên Bên Phải",2019,164350,424,,,,"thien-tai-ben-trai-ke-dien-ben-phai","16 x 24 cm","Thiên tài bên trái, kẻ điên bên phải là cuốn sách dành cho những người điên rồ, những kẻ gây rối, những người chống đối, những mảnh ghép hình tròn trong những ô vuông không vừa vặn… những người nhìn mọi thứ khác biệt, không quan tâm đến quy tắc. Bạn có thể đồng ý, có thể phản đối, có thể vinh danh hay lăng mạ họ, nhưng điều duy nhất bạn không thể làm là phủ nhận sự tồn tại của họ. Đó là những người luôn tạo ra sự thay đổi trong khi hầu hết con người chỉ sống rập khuôn như một cái máy. Đa số đều nghĩ họ thật điên rồ nhưng nếu nhìn ở góc khác, ta lại thấy họ thiên tài. Bởi chỉ những người đủ điên nghĩ rằng họ có thể thay đổi thế giới mới là những người làm được điều đó.",,"https://res.cloudinary.com/dbynglvwk/image/upload/v1653963890/bookstore/xrpwumbyfoym72is59bc.jpg","bookstore/xrpwumbyfoym72is59bc"
"64181e56929948a83fd25125","11110005","NHÀ ĐẦU TƯ THÀNH CÔNG - Những Điều TỐI QUAN TRỌNG Mọi Người Phải Biết ĐỂ SINH LỜI BỀN VỮNG và TRÁNH THUA LỖ LỚN (The Successful INVESTOR)",2022,299000,276,,,,"nha-dau-tu-thanh-cong","13 x  20.5 cm","Đây là cuốn sách cũ, nhưng KINH ĐIỂN, phù hợp cho cả những nhà đầu tư mới & những tay chơi dạn dày kinh nghiệm trên thị trường. Chúng tôi xin trích lại lời kết của sách “….sẽ có hàng chục cổ phiếu dẫn dắt thị trường mới tuyệt vời trong mọi thị trường bò tót trong tương lai. Cơ hội sẽ là không giới hạn, nhưng tất cả đều phụ thuộc vào bạn. Nắm bắt được các cơ hội đó không phải là dễ dàng, bởi vì bạn cần phải đọc đi đọc lại để hiểu được tất cả. Liên tục mài giũa là cách bạn học bất kỳ kỹ năng mới nào - và đầu tư thành công là kỹ năng bạn có thể trau dồi, nếu bạn khát khao cháy bỏng và sẵn sàng theo đuổi cho đến khi đạt được thành công….”",2,"https://firebasestorage.googleapis.com/v0/b/bookstore-1844d.appspot.com/o/bo5.png?alt=media&token=847b37d3-a290-4282-990f-9afb093e29cc",
"64181e6d929948a83fd25126","11110003","Đắc Nhân Tâm (Tái Bản 2021)",2021,70000,350,,,,"dac-nhan-tam-tai-ban-2021","20.5 x 14.5 cm","<p>test</p>",18,"https://res.cloudinary.com/dbynglvwk/image/upload/v1653928138/bookstore/ax3mrl1o3fj9zoobsdkr.jpg","bookstore/ax3mrl1o3fj9zoobsdkr"
"64181e8b929948a83fd25127","11110002","Số Đỏ",2018,78000,268,,,,"so-do","15 x 23 cm","<p>Văn học Việt Nam thời xưa có nhiều tác phẩm có giá trị to lớn về mặt nhân văn và nghệ thuật, đã được công nhận và chứng thực qua thời gian. Bộ sách Việt Nam danh tác bao gồm loạt tác phẩm đi cùng năm tháng như: <strong>Số đỏ (Vũ Trọng Phụng)</strong>, Việc làng (Ngô Tất Tố), Gió đầu mùa, Hà Nội băm sáu phố phường (Thạch Lam), Miếng ngon Hà Nội (Vũ Bằng), Vang bóng một thời (Nguyễn Tuân). Hy vọng bộ sách sau khi tái bản sẽ giúp đông đảo tầng lớp độc giả thêm hiểu, tự hào và nâng niu kho tàng văn học nước nhà.</p>",20,"https://res.cloudinary.com/dbynglvwk/image/upload/v1653963686/bookstore/p1xbhuixviqbkm8wiq7k.png","bookstore/p1xbhuixviqbkm8wiq7k"
"641e6df52c4fa448ead10757","11111234","Hành Tinh Của Một Kẻ Nghĩ Nhiều",2001,60000,184,"[""627755097241ae166e05fb0e""]","[""641e5ed0409019eeeb415800""]","6291e7574d457e5132f5d95a","hanh-tinh-cua-mot-ke-nghi-nhie","13x17 cm","<p>“Đó là mùa hè năm 2020, mùa hè của COVID-19 và một ngàn vạn khủng hoảng tuổi đôi mươi. Đó là mùa hè mình bắt chuyến bay sớm nhất có thể vào ngày 20 tháng 3 để chạy khỏi nước Anh đang bùng dịch, bị kẹt lại sân bay Bangkok trong 24 giờ đồng hồ vì chuyến bay quá cảnh về Sài Gòn bị huỷ<br>Đó là mỗi đêm mùa hè nằm trên giường stress chuyện deadline luận văn, stress chuyện thất nghiệp không kiếm ra tiền, stress chuyện bỏ lỡ cơ hội thực tập giúp ích cho sự nghiệp của mình, stress chuyện học hành dở dang - không biết bao giờ mới có thể quay lại Anh và hoàn thành tấm bằng đại học, stress chuyện tồn tại một cách mơ hồ, không biết mình là ai.”</p><p>Hành tinh của một kẻ nghĩ nhiều là hành trình khám phá thế giới nội tâm của một người trẻ. Đó là một hành tinh đầy hỗn loạn của những suy nghĩ trăn trở, những dằn vặt, những cuộc chiến nội tâm, những cảm xúc vừa phức tạp cũng vừa rất đỗi con người. Một thế giới quen thuộc với tất cả chúng ta.</p><p>Chứa đựng những lời chia sẻ và kiến thức từ podcast của Amateur Psychology - Tay mơ học đời bằng Tâm lý học, tác giả sẽ dẫn lối và đưa bạn tới từng ngóc ngách thầm kín nhất của hành tinh ấy dưới một góc nhìn chuyên sâu hơn.</p><p>Và nếu bạn cũng là một kẻ nghĩ nhiều, chào mừng bạn đến với hành tinh này.</p><p>“Sự cô đơn không nằm ở việc không có bạn bè hay người thân mà ngay cả trong sự sum vầy ta vẫn cảm thấy không có ai có thể hiểu mình tường tận từ sâu tâm hồn. Là sự cô đơn như thể chỉ có một mình mình trên một hành tinh đơn độc trong đầu, một hành tinh không bao giờ có khách viếng thăm”.</p><p>Giá sản phẩm trên Tiki đã bao gồm thuế theo luật hiện hành. Bên cạnh đó, tuỳ vào loại sản phẩm, hình thức và địa chỉ giao hàng mà có thể phát sinh thêm chi phí khác như phí vận chuyển, phụ phí hàng cồng kềnh, thuế nhập khẩu (đối với đơn hàng giao từ nước ngoài có giá trị trên 1 triệu đồng).....</p>",10,"https://res.cloudinary.com/dbynglvwk/image/upload/v1679715829/bookstore/rkmntsztfw0icgafuzdy.webp","bookstore/rkmntsztfw0icgafuzdy"
